director,genre,id,popularity,budget,revenue,original_title,release_date,budget_adj,revenue_adj,release_year,release_month,release_day_of_week,leading_actor,profit_adj,ROI_adj
Paul W.S. Anderson,Adventure,35791,0.131526,60000000,296221663,Resident Evil: Afterlife,2010-09-09,60000000.0,296221663.0,2010,9,3,Milla Jovovich,236221663.0,3.9370277166666665
Paul W.S. Anderson,Horror,35791,0.131526,60000000,296221663,Resident Evil: Afterlife,2010-09-09,60000000.0,296221663.0,2010,9,3,Milla Jovovich,236221663.0,3.9370277166666665
Paul W.S. Anderson,Science Fiction,35791,0.131526,60000000,296221663,Resident Evil: Afterlife,2010-09-09,60000000.0,296221663.0,2010,9,3,Milla Jovovich,236221663.0,3.9370277166666665
Brad Anderson,Drama,43552,0.27632199999999996,10000000,1068682,Vanishing on 7th Street,2010-09-11,10000000.0,1068682.0,2010,9,5,Hayden Christensen,-8931318.0,-0.8931318
Brad Anderson,Horror,43552,0.27632199999999996,10000000,1068682,Vanishing on 7th Street,2010-09-11,10000000.0,1068682.0,2010,9,5,Hayden Christensen,-8931318.0,-0.8931318
Brad Anderson,Thriller,43552,0.27632199999999996,10000000,1068682,Vanishing on 7th Street,2010-09-11,10000000.0,1068682.0,2010,9,5,Hayden Christensen,-8931318.0,-0.8931318
Vipul Amrutlal Shah,Drama,49679,0.028227,10000000,5000000,Action Replayy,2010-11-05,10000000.0,5000000.0,2010,11,4,Akshay Kumar,-5000000.0,-0.5
Vipul Amrutlal Shah,Comedy,49679,0.028227,10000000,5000000,Action Replayy,2010-11-05,10000000.0,5000000.0,2010,11,4,Akshay Kumar,-5000000.0,-0.5
Vipul Amrutlal Shah,Romance,49679,0.028227,10000000,5000000,Action Replayy,2010-11-05,10000000.0,5000000.0,2010,11,4,Akshay Kumar,-5000000.0,-0.5
Vipul Amrutlal Shah,Foreign,49679,0.028227,10000000,5000000,Action Replayy,2010-11-05,10000000.0,5000000.0,2010,11,4,Akshay Kumar,-5000000.0,-0.5
Randall Wallace,Drama,39486,0.06324,35000000,60251371,Secretariat,2010-08-20,35000000.0,60251371.0,2010,8,4,Diane Lane,25251371.0,0.7214677428571429
Taika Waititi,Drama,39356,0.028456,3,43,Boy,2010-02-14,3.0,43.0,2010,2,6,James Rolleston,40.0,13.333333333333334
Taika Waititi,Comedy,39356,0.028456,3,43,Boy,2010-02-14,3.0,43.0,2010,2,6,James Rolleston,40.0,13.333333333333334
David Fincher,Drama,550,8.947905,63000000,100853753,Fight Club,1999-10-14,82470329.3354423,132022892.45436999,1999,10,3,Edward Norton,49552563.11892769,0.6008532222222139
Lilly Wachowski,Action,603,7.7538990000000005,63000000,463517383,The Matrix,1999-03-30,82470329.3354423,606768749.6621,1999,3,1,Keanu Reeves,524298420.32665765,6.357418777777768
Lilly Wachowski,Science Fiction,603,7.7538990000000005,63000000,463517383,The Matrix,1999-03-30,82470329.3354423,606768749.6621,1999,3,1,Keanu Reeves,524298420.32665765,6.357418777777768
Lana Wachowski,Action,603,7.7538990000000005,63000000,463517383,The Matrix,1999-03-30,82470329.3354423,606768749.6621,1999,3,1,Keanu Reeves,524298420.32665765,6.357418777777768
Lana Wachowski,Science Fiction,603,7.7538990000000005,63000000,463517383,The Matrix,1999-03-30,82470329.3354423,606768749.6621,1999,3,1,Keanu Reeves,524298420.32665765,6.357418777777768
Sam Mendes,Drama,14,3.5557199999999907,15000000,356296601,American Beauty,1999-09-15,19635792.6989148,466411079.77093095,1999,9,2,Kevin Spacey,446775287.0720161,22.753106733333347
George Lucas,Adventure,1893,3.5260290000000003,115000000,924317558,Star Wars: Episode I - The Phantom Menace,1999-05-19,150541077.358347,1209980530.45701,1999,5,2,Liam Neeson,1059439453.0986631,7.037543982608683
George Lucas,Action,1893,3.5260290000000003,115000000,924317558,Star Wars: Episode I - The Phantom Menace,1999-05-19,150541077.358347,1209980530.45701,1999,5,2,Liam Neeson,1059439453.0986631,7.037543982608683
George Lucas,Science Fiction,1893,3.5260290000000003,115000000,924317558,Star Wars: Episode I - The Phantom Menace,1999-05-19,150541077.358347,1209980530.45701,1999,5,2,Liam Neeson,1059439453.0986631,7.037543982608683
Stephen Sommers,Adventure,564,2.94377,80000000,415885488,The Mummy,1999-05-06,104724227.727545,544416081.923668,1999,5,3,Brendan Fraser,439691854.196123,4.198568600000031
Stephen Sommers,Fantasy,564,2.94377,80000000,415885488,The Mummy,1999-05-06,104724227.727545,544416081.923668,1999,5,3,Brendan Fraser,439691854.196123,4.198568600000031
Stephen Sommers,Horror,564,2.94377,80000000,415885488,The Mummy,1999-05-06,104724227.727545,544416081.923668,1999,5,3,Brendan Fraser,439691854.196123,4.198568600000031
Stephen Sommers,Action,564,2.94377,80000000,415885488,The Mummy,1999-05-06,104724227.727545,544416081.923668,1999,5,3,Brendan Fraser,439691854.196123,4.198568600000031
Stephen Sommers,Thriller,564,2.94377,80000000,415885488,The Mummy,1999-05-06,104724227.727545,544416081.923668,1999,5,3,Brendan Fraser,439691854.196123,4.198568600000031
Frank Darabont,Fantasy,497,2.719461,60000000,284600000,The Green Mile,1999-12-10,78543170.7956593,372556440.140744,1999,12,4,Tom Hanks,294013269.34508467,3.7433333333333336
Frank Darabont,Drama,497,2.719461,60000000,284600000,The Green Mile,1999-12-10,78543170.7956593,372556440.140744,1999,12,4,Tom Hanks,294013269.34508467,3.7433333333333336
Frank Darabont,Crime,497,2.719461,60000000,284600000,The Green Mile,1999-12-10,78543170.7956593,372556440.140744,1999,12,4,Tom Hanks,294013269.34508467,3.7433333333333336
M. Night Shyamalan,Mystery,745,2.5787310000000003,40000000,672806292,The Sixth Sense,1999-08-02,52362113.863772795,880738991.74917,1999,8,0,Bruce Willis,828376877.8853972,15.820157300000016
M. Night Shyamalan,Thriller,745,2.5787310000000003,40000000,672806292,The Sixth Sense,1999-08-02,52362113.863772795,880738991.74917,1999,8,0,Bruce Willis,828376877.8853972,15.820157300000016
M. Night Shyamalan,Drama,745,2.5787310000000003,40000000,672806292,The Sixth Sense,1999-08-02,52362113.863772795,880738991.74917,1999,8,0,Bruce Willis,828376877.8853972,15.820157300000016
Michael Apted,Adventure,36643,2.129874,135000000,361832400,The World Is Not Enough,1999-11-08,176722134.29023302,473657733.210055,1999,11,0,Pierce Brosnan,296935598.919822,1.6802400000000048
Michael Apted,Action,36643,2.129874,135000000,361832400,The World Is Not Enough,1999-11-08,176722134.29023302,473657733.210055,1999,11,0,Pierce Brosnan,296935598.919822,1.6802400000000048
Michael Apted,Thriller,36643,2.129874,135000000,361832400,The World Is Not Enough,1999-11-08,176722134.29023302,473657733.210055,1999,11,0,Pierce Brosnan,296935598.919822,1.6802400000000048
Roger Kumble,Drama,796,2.069357,10500000,75902208,Cruel Intentions,1999-03-05,13745054.889240302,99360001.4451943,1999,3,4,Sarah Michelle Gellar,85614946.55595401,6.2287817142857556
Roger Kumble,Romance,796,2.069357,10500000,75902208,Cruel Intentions,1999-03-05,13745054.889240302,99360001.4451943,1999,3,4,Sarah Michelle Gellar,85614946.55595401,6.2287817142857556
Roger Kumble,Thriller,796,2.069357,10500000,75902208,Cruel Intentions,1999-03-05,13745054.889240302,99360001.4451943,1999,3,4,Sarah Michelle Gellar,85614946.55595401,6.2287817142857556
Tim Burton,Drama,2668,2.065619,100000000,206071502,Sleepy Hollow,1999-11-18,130905284.65943201,269758486.295067,1999,11,3,Johnny Depp,138853201.63563502,1.0607150199999993
Tim Burton,Fantasy,2668,2.065619,100000000,206071502,Sleepy Hollow,1999-11-18,130905284.65943201,269758486.295067,1999,11,3,Johnny Depp,138853201.63563502,1.0607150199999993
Tim Burton,Thriller,2668,2.065619,100000000,206071502,Sleepy Hollow,1999-11-18,130905284.65943201,269758486.295067,1999,11,3,Johnny Depp,138853201.63563502,1.0607150199999993
Tim Burton,Mystery,2668,2.065619,100000000,206071502,Sleepy Hollow,1999-11-18,130905284.65943201,269758486.295067,1999,11,3,Johnny Depp,138853201.63563502,1.0607150199999993
Paul Weitz,Comedy,2105,1.825695,11000000,235483004,American Pie,1999-07-09,14399581.3125375,308259696.710782,1999,7,4,Jason Biggs,293860115.3982445,20.407545818181873
Paul Weitz,Romance,2105,1.825695,11000000,235483004,American Pie,1999-07-09,14399581.3125375,308259696.710782,1999,7,4,Jason Biggs,293860115.3982445,20.407545818181873
Chris Weitz,Comedy,2105,1.825695,11000000,235483004,American Pie,1999-07-09,14399581.3125375,308259696.710782,1999,7,4,Jason Biggs,293860115.3982445,20.407545818181873
Chris Weitz,Romance,2105,1.825695,11000000,235483004,American Pie,1999-07-09,14399581.3125375,308259696.710782,1999,7,4,Jason Biggs,293860115.3982445,20.407545818181873
Jon Amiel,Romance,1844,1.820318,66000000,212404396,Entrapment,1999-04-30,86397487.8752252,278048579.212947,1999,4,4,Sean Connery,191651091.33772182,2.2182484242424194
Jon Amiel,Drama,1844,1.820318,66000000,212404396,Entrapment,1999-04-30,86397487.8752252,278048579.212947,1999,4,4,Sean Connery,191651091.33772182,2.2182484242424194
Jon Amiel,Mystery,1844,1.820318,66000000,212404396,Entrapment,1999-04-30,86397487.8752252,278048579.212947,1999,4,4,Sean Connery,191651091.33772182,2.2182484242424194
John Lasseter,Animation,863,1.810197,90000000,485015179,Toy Story 2,1999-10-30,117814756.19348899,634910500.711404,1999,10,5,Tom Hanks,517095744.517915,4.389057544444439
John Lasseter,Comedy,863,1.810197,90000000,485015179,Toy Story 2,1999-10-30,117814756.19348899,634910500.711404,1999,10,5,Tom Hanks,517095744.517915,4.389057544444439
John Lasseter,Family,863,1.810197,90000000,485015179,Toy Story 2,1999-10-30,117814756.19348899,634910500.711404,1999,10,5,Tom Hanks,517095744.517915,4.389057544444439
Lee Unkrich,Animation,863,1.810197,90000000,485015179,Toy Story 2,1999-10-30,117814756.19348899,634910500.711404,1999,10,5,Tom Hanks,517095744.517915,4.389057544444439
Lee Unkrich,Comedy,863,1.810197,90000000,485015179,Toy Story 2,1999-10-30,117814756.19348899,634910500.711404,1999,10,5,Tom Hanks,517095744.517915,4.389057544444439
Lee Unkrich,Family,863,1.810197,90000000,485015179,Toy Story 2,1999-10-30,117814756.19348899,634910500.711404,1999,10,5,Tom Hanks,517095744.517915,4.389057544444439
Ash Brannon,Animation,863,1.810197,90000000,485015179,Toy Story 2,1999-10-30,117814756.19348899,634910500.711404,1999,10,5,Tom Hanks,517095744.517915,4.389057544444439
Ash Brannon,Comedy,863,1.810197,90000000,485015179,Toy Story 2,1999-10-30,117814756.19348899,634910500.711404,1999,10,5,Tom Hanks,517095744.517915,4.389057544444439
Ash Brannon,Family,863,1.810197,90000000,485015179,Toy Story 2,1999-10-30,117814756.19348899,634910500.711404,1999,10,5,Tom Hanks,517095744.517915,4.389057544444439
Gil Junger,Comedy,4951,1.769152,16000000,53478166,10 Things I Hate About You,1999-03-30,20944845.5455091,70005745.4329437,1999,3,1,Julia Stiles,49060899.8874346,2.342385375000009
Gil Junger,Romance,4951,1.769152,16000000,53478166,10 Things I Hate About You,1999-03-30,20944845.5455091,70005745.4329437,1999,3,1,Julia Stiles,49060899.8874346,2.342385375000009
Gil Junger,Drama,4951,1.769152,16000000,53478166,10 Things I Hate About You,1999-03-30,20944845.5455091,70005745.4329437,1999,3,1,Julia Stiles,49060899.8874346,2.342385375000009
Roger Michell,Comedy,509,1.72385,42000000,363889678,Notting Hill,1999-05-13,54980219.5569615,476350818.832191,1999,5,3,Julia Roberts,421370599.2752295,7.664039952380953
Jay Roach,Crime,817,1.560867,33000000,310940086,Austin Powers: The Spy Who Shagged Me,1999-06-08,43198743.9376126,407037004.698583,1999,6,1,Mike Myers,363838260.7609704,8.422426848484848
Jay Roach,Adventure,817,1.560867,33000000,310940086,Austin Powers: The Spy Who Shagged Me,1999-06-08,43198743.9376126,407037004.698583,1999,6,1,Mike Myers,363838260.7609704,8.422426848484848
Jay Roach,Action,817,1.560867,33000000,310940086,Austin Powers: The Spy Who Shagged Me,1999-06-08,43198743.9376126,407037004.698583,1999,6,1,Mike Myers,363838260.7609704,8.422426848484848
Jay Roach,Comedy,817,1.560867,33000000,310940086,Austin Powers: The Spy Who Shagged Me,1999-06-08,43198743.9376126,407037004.698583,1999,6,1,Mike Myers,363838260.7609704,8.422426848484848
Jay Roach,Science Fiction,817,1.560867,33000000,310940086,Austin Powers: The Spy Who Shagged Me,1999-06-08,43198743.9376126,407037004.698583,1999,6,1,Mike Myers,363838260.7609704,8.422426848484848
Kimberly Peirce,Crime,226,1.43163,2000000,11540607,Boys Don't Cry,1999-09-02,2618105.69318864,15107264.4447763,1999,9,3,Hilary Swank,12489158.751587661,4.770303499999987
Kimberly Peirce,Drama,226,1.43163,2000000,11540607,Boys Don't Cry,1999-09-02,2618105.69318864,15107264.4447763,1999,9,3,Hilary Swank,12489158.751587661,4.770303499999987
Michael Mann,Drama,9008,1.427794,90000000,60289912,The Insider,1999-10-28,117814756.19348899,78922680.92452121,1999,10,3,Al Pacino,-38892075.26896778,-0.3301120888888886
Michael Mann,Thriller,9008,1.427794,90000000,60289912,The Insider,1999-10-28,117814756.19348899,78922680.92452121,1999,10,3,Al Pacino,-38892075.26896778,-0.3301120888888886
Dean Parisot,Comedy,926,1.3486280000000002,45000000,90683916,Galaxy Quest,1999-12-23,58907378.09674449,118710038.38012,1999,12,3,Tim Allen,59802660.2833755,1.0151981333333266
Dean Parisot,Family,926,1.3486280000000002,45000000,90683916,Galaxy Quest,1999-12-23,58907378.09674449,118710038.38012,1999,12,3,Tim Allen,59802660.2833755,1.0151981333333266
Dean Parisot,Science Fiction,926,1.3486280000000002,45000000,90683916,Galaxy Quest,1999-12-23,58907378.09674449,118710038.38012,1999,12,3,Tim Allen,59802660.2833755,1.0151981333333266
Stanley Kubrick,Drama,345,1.329827,65000000,162091208,Eyes Wide Shut,1999-07-14,85088435.02863091,212185957.240312,1999,7,2,Tom Cruise,127097522.2116811,1.493710892307689
Spike Jonze,Fantasy,492,1.328465,13000000,22863596,Being John Malkovich,1999-09-30,17017687.0057261,29929655.427182503,1999,9,3,John Cusack,12911968.421456404,0.7587381538461598
Spike Jonze,Drama,492,1.328465,13000000,22863596,Being John Malkovich,1999-09-30,17017687.0057261,29929655.427182503,1999,9,3,John Cusack,12911968.421456404,0.7587381538461598
Spike Jonze,Comedy,492,1.328465,13000000,22863596,Being John Malkovich,1999-09-30,17017687.0057261,29929655.427182503,1999,9,3,John Cusack,12911968.421456404,0.7587381538461598
Harold Ramis,Comedy,9535,1.320079,80000000,176885658,Analyze This,1999-03-05,104724227.727545,231552674.126609,1999,3,4,Robert De Niro,126828446.399064,1.2110707250000095
Harold Ramis,Crime,9535,1.320079,80000000,176885658,Analyze This,1999-03-05,104724227.727545,231552674.126609,1999,3,4,Robert De Niro,126828446.399064,1.2110707250000095
Rob Minkoff,Fantasy,10137,1.3092489999999999,133000000,300135367,Stuart Little,1999-12-17,174104028.597044,392893056.534981,1999,12,4,Michael J. Fox,218789027.93793702,1.25665689473685
Phillip Noyce,Drama,9481,1.254522,73000000,151493655,The Bone Collector,1999-11-01,95560857.80138549,198313200.318728,1999,11,0,Denzel Washington,102752342.51734251,1.0752555479452044
Phillip Noyce,Mystery,9481,1.254522,73000000,151493655,The Bone Collector,1999-11-01,95560857.80138549,198313200.318728,1999,11,0,Denzel Washington,102752342.51734251,1.0752555479452044
Phillip Noyce,Thriller,9481,1.254522,73000000,151493655,The Bone Collector,1999-11-01,95560857.80138549,198313200.318728,1999,11,0,Denzel Washington,102752342.51734251,1.0752555479452044
Phillip Noyce,Crime,9481,1.254522,73000000,151493655,The Bone Collector,1999-11-01,95560857.80138549,198313200.318728,1999,11,0,Denzel Washington,102752342.51734251,1.0752555479452044
Barry Sonnenfeld,Action,8487,1.221973,170000000,222104681,Wild Wild West,1999-06-29,222538983.92103398,290746764.904973,1999,6,1,Will Smith,68207780.98393899,0.3064981235294124
Barry Sonnenfeld,Adventure,8487,1.221973,170000000,222104681,Wild Wild West,1999-06-29,222538983.92103398,290746764.904973,1999,6,1,Will Smith,68207780.98393899,0.3064981235294124
Barry Sonnenfeld,Comedy,8487,1.221973,170000000,222104681,Wild Wild West,1999-06-29,222538983.92103398,290746764.904973,1999,6,1,Will Smith,68207780.98393899,0.3064981235294124
Barry Sonnenfeld,Drama,8487,1.221973,170000000,222104681,Wild Wild West,1999-06-29,222538983.92103398,290746764.904973,1999,6,1,Will Smith,68207780.98393899,0.3064981235294124
Barry Sonnenfeld,Science Fiction,8487,1.221973,170000000,222104681,Wild Wild West,1999-06-29,222538983.92103398,290746764.904973,1999,6,1,Will Smith,68207780.98393899,0.3064981235294124
John McTiernan,Adventure,1911,1.189386,160000000,61698899,The 13th Warrior,1999-08-27,209448455.455091,80767119.3676855,1999,8,4,Antonio Banderas,-128681336.0874055,-0.6143818812499994
John McTiernan,Fantasy,1911,1.189386,160000000,61698899,The 13th Warrior,1999-08-27,209448455.455091,80767119.3676855,1999,8,4,Antonio Banderas,-128681336.0874055,-0.6143818812499994
John McTiernan,Action,1911,1.189386,160000000,61698899,The 13th Warrior,1999-08-27,209448455.455091,80767119.3676855,1999,8,4,Antonio Banderas,-128681336.0874055,-0.6143818812499994
Peter Hyams,Action,9946,1.17388799999999,100000000,211989043,End of Days,1999-11-23,130905284.65943201,277504860.185956,1999,11,1,Arnold Schwarzenegger,146599575.526524,1.1198904300000023
Peter Hyams,Fantasy,9946,1.17388799999999,100000000,211989043,End of Days,1999-11-23,130905284.65943201,277504860.185956,1999,11,1,Arnold Schwarzenegger,146599575.526524,1.1198904300000023
Peter Hyams,Horror,9946,1.17388799999999,100000000,211989043,End of Days,1999-11-23,130905284.65943201,277504860.185956,1999,11,1,Arnold Schwarzenegger,146599575.526524,1.1198904300000023
Peter Hyams,Mystery,9946,1.17388799999999,100000000,211989043,End of Days,1999-11-23,130905284.65943201,277504860.185956,1999,11,1,Arnold Schwarzenegger,146599575.526524,1.1198904300000023
Lasse HallstrÃ¶m,Drama,1715,1.152354,24000000,88545092,The Cider House Rules,1999-12-17,31417268.318263695,115910204.734556,1999,12,4,Tobey Maguire,84492936.41629231,2.6893788333333335
Brad Bird,Adventure,10386,1.1509340000000001,70000000,23159305,The Iron Giant,1999-08-06,91633699.2616025,30316754.1353961,1999,8,4,Jennifer Aniston,-61316945.126206405,-0.6691527857142857
Brad Bird,Animation,10386,1.1509340000000001,70000000,23159305,The Iron Giant,1999-08-06,91633699.2616025,30316754.1353961,1999,8,4,Jennifer Aniston,-61316945.126206405,-0.6691527857142857
Brad Bird,Family,10386,1.1509340000000001,70000000,23159305,The Iron Giant,1999-08-06,91633699.2616025,30316754.1353961,1999,8,4,Jennifer Aniston,-61316945.126206405,-0.6691527857142857
Brad Bird,Fantasy,10386,1.1509340000000001,70000000,23159305,The Iron Giant,1999-08-06,91633699.2616025,30316754.1353961,1999,8,4,Jennifer Aniston,-61316945.126206405,-0.6691527857142857
Brad Bird,Science Fiction,10386,1.1509340000000001,70000000,23159305,The Iron Giant,1999-08-06,91633699.2616025,30316754.1353961,1999,8,4,Jennifer Aniston,-61316945.126206405,-0.6691527857142857
Renny Harlin,Horror,8914,1.1392229999999999,60000000,73648228,Deep Blue Sea,1999-07-27,78543170.7956593,96409422.51002759,1999,7,1,Thomas Jane,17866251.714368284,0.22747046666666612
Renny Harlin,Action,8914,1.1392229999999999,60000000,73648228,Deep Blue Sea,1999-07-27,78543170.7956593,96409422.51002759,1999,7,1,Thomas Jane,17866251.714368284,0.22747046666666612
Renny Harlin,Thriller,8914,1.1392229999999999,60000000,73648228,Deep Blue Sea,1999-07-27,78543170.7956593,96409422.51002759,1999,7,1,Thomas Jane,17866251.714368284,0.22747046666666612
Renny Harlin,Science Fiction,8914,1.1392229999999999,60000000,73648228,Deep Blue Sea,1999-07-27,78543170.7956593,96409422.51002759,1999,7,1,Thomas Jane,17866251.714368284,0.22747046666666612
Paul Abascal,Drama,2112,1.050599,90000000,161626121,Payback,1999-02-04,117814756.19348899,211577133.779048,1999,2,3,Mel Gibson,93762377.58555901,0.795845788888886
Paul Abascal,Action,2112,1.050599,90000000,161626121,Payback,1999-02-04,117814756.19348899,211577133.779048,1999,2,3,Mel Gibson,93762377.58555901,0.795845788888886
Paul Abascal,Thriller,2112,1.050599,90000000,161626121,Payback,1999-02-04,117814756.19348899,211577133.779048,1999,2,3,Mel Gibson,93762377.58555901,0.795845788888886
Paul Abascal,Crime,2112,1.050599,90000000,161626121,Payback,1999-02-04,117814756.19348899,211577133.779048,1999,2,3,Mel Gibson,93762377.58555901,0.795845788888886
Brian Helgeland,Drama,2112,1.050599,90000000,161626121,Payback,1999-02-04,117814756.19348899,211577133.779048,1999,2,3,Mel Gibson,93762377.58555901,0.795845788888886
Brian Helgeland,Action,2112,1.050599,90000000,161626121,Payback,1999-02-04,117814756.19348899,211577133.779048,1999,2,3,Mel Gibson,93762377.58555901,0.795845788888886
Brian Helgeland,Thriller,2112,1.050599,90000000,161626121,Payback,1999-02-04,117814756.19348899,211577133.779048,1999,2,3,Mel Gibson,93762377.58555901,0.795845788888886
Brian Helgeland,Crime,2112,1.050599,90000000,161626121,Payback,1999-02-04,117814756.19348899,211577133.779048,1999,2,3,Mel Gibson,93762377.58555901,0.795845788888886
Garry Marshall,Comedy,4806,1.03785,70000000,309457509,Runaway Bride,1999-07-30,91633699.2616025,405096233.05643797,1999,7,4,Julia Roberts,313462533.79483545,3.420821557142858
Garry Marshall,Romance,4806,1.03785,70000000,309457509,Runaway Bride,1999-07-30,91633699.2616025,405096233.05643797,1999,7,4,Julia Roberts,313462533.79483545,3.420821557142858
Robert Iscove,Comedy,10314,1.0220280000000002,10000000,103166989,She's All That,1999-01-29,13090528.465943199,135051040.625015,1999,1,4,Freddie Prinze Jr.,121960512.15907179,9.316698900000008
Robert Iscove,Romance,10314,1.0220280000000002,10000000,103166989,She's All That,1999-01-29,13090528.465943199,135051040.625015,1999,1,4,Freddie Prinze Jr.,121960512.15907179,9.316698900000008
Bruce Beresford,Drama,10398,0.993492,70000000,177841558,Double Jeopardy,1999-09-24,91633699.2616025,232803997.742669,1999,9,4,Tommy Lee Jones,141170298.48106647,1.540593685714284
Bruce Beresford,Mystery,10398,0.993492,70000000,177841558,Double Jeopardy,1999-09-24,91633699.2616025,232803997.742669,1999,9,4,Tommy Lee Jones,141170298.48106647,1.540593685714284
Bruce Beresford,Thriller,10398,0.993492,70000000,177841558,Double Jeopardy,1999-09-24,91633699.2616025,232803997.742669,1999,9,4,Tommy Lee Jones,141170298.48106647,1.540593685714284
Bruce Beresford,Crime,10398,0.993492,70000000,177841558,Double Jeopardy,1999-09-24,91633699.2616025,232803997.742669,1999,9,4,Tommy Lee Jones,141170298.48106647,1.540593685714284
Troy Duffy,Action,8374,0.992316,6000000,30471,The Boondock Saints,1999-01-22,7854317.07956593,39888.1492885755,1999,1,4,Willem Dafoe,-7814428.930277355,-0.9949215
Troy Duffy,Thriller,8374,0.992316,6000000,30471,The Boondock Saints,1999-01-22,7854317.07956593,39888.1492885755,1999,1,4,Willem Dafoe,-7814428.930277355,-0.9949215
Troy Duffy,Crime,8374,0.992316,6000000,30471,The Boondock Saints,1999-01-22,7854317.07956593,39888.1492885755,1999,1,4,Willem Dafoe,-7814428.930277355,-0.9949215
Mike Judge,Comedy,1542,0.9682040000000001,10000000,12827813,Office Space,1999-02-19,13090528.465943199,16792285.1232296,1999,2,4,Ron Livingston,3701756.657286402,0.28278129999999835
Mike Judge,Crime,1542,0.9682040000000001,10000000,12827813,Office Space,1999-02-19,13090528.465943199,16792285.1232296,1999,2,4,Ron Livingston,3701756.657286402,0.28278129999999835
Sofia Coppola,Drama,1443,0.9412020000000001,6000000,10409377,The Virgin Suicides,1999-04-21,7854317.07956593,13626424.5931234,1999,4,2,James Woods,5772107.51355747,0.734896166666659
Sofia Coppola,Romance,1443,0.9412020000000001,6000000,10409377,The Virgin Suicides,1999-04-21,7854317.07956593,13626424.5931234,1999,4,2,James Woods,5772107.51355747,0.734896166666659
Chris Columbus,Comedy,2277,0.937873,100000000,93700000,Bicentennial Man,1999-12-17,130905284.65943201,122658251.72588798,1999,12,4,Robin Williams,-8247032.933544025,-0.06299999999999853
Chris Columbus,Science Fiction,2277,0.937873,100000000,93700000,Bicentennial Man,1999-12-17,130905284.65943201,122658251.72588798,1999,12,4,Robin Williams,-8247032.933544025,-0.06299999999999853
Daniel Myrick,Horror,2667,0.9346209999999999,25000,248000000,The Blair Witch Project,1999-07-14,32726.321164857996,324645105.955391,1999,7,2,Heather Donahue,324612379.63422614,9918.99999999999
Daniel Myrick,Mystery,2667,0.9346209999999999,25000,248000000,The Blair Witch Project,1999-07-14,32726.321164857996,324645105.955391,1999,7,2,Heather Donahue,324612379.63422614,9918.99999999999
Eduardo SÃ¡nchez,Horror,2667,0.9346209999999999,25000,248000000,The Blair Witch Project,1999-07-14,32726.321164857996,324645105.955391,1999,7,2,Heather Donahue,324612379.63422614,9918.99999999999
Eduardo SÃ¡nchez,Mystery,2667,0.9346209999999999,25000,248000000,The Blair Witch Project,1999-07-14,32726.321164857996,324645105.955391,1999,7,2,Heather Donahue,324612379.63422614,9918.99999999999
Roman Polanski,Horror,622,0.920974,38000000,58401898,The Ninth Gate,1999-08-24,49744008.1705842,76451170.82341121,1999,8,1,Johnny Depp,26707162.65282701,0.5368920526315795
Roman Polanski,Mystery,622,0.920974,38000000,58401898,The Ninth Gate,1999-08-24,49744008.1705842,76451170.82341121,1999,8,1,Johnny Depp,26707162.65282701,0.5368920526315795
Roman Polanski,Thriller,622,0.920974,38000000,58401898,The Ninth Gate,1999-08-24,49744008.1705842,76451170.82341121,1999,8,1,Johnny Depp,26707162.65282701,0.5368920526315795
Norman Jewison,Drama,10400,0.9208799999999999,50000000,73956241,The Hurricane,1999-09-17,65452642.3297161,96812627.8044657,1999,9,4,Denzel Washington,31359985.474749595,0.4791248199999998
Josef Rusnak,Thriller,1090,0.9073049999999999,16000000,18564088,The Thirteenth Floor,1999-04-16,20944845.5455091,24301372.2408275,1999,4,4,Craig Bierko,3356526.695318401,0.16025550000000321
Josef Rusnak,Science Fiction,1090,0.9073049999999999,16000000,18564088,The Thirteenth Floor,1999-04-16,20944845.5455091,24301372.2408275,1999,4,4,Craig Bierko,3356526.695318401,0.16025550000000321
Josef Rusnak,Mystery,1090,0.9073049999999999,16000000,18564088,The Thirteenth Floor,1999-04-16,20944845.5455091,24301372.2408275,1999,4,4,Craig Bierko,3356526.695318401,0.16025550000000321
Dennis Dugan,Comedy,9032,0.8765870000000001,34200000,234801895,Big Daddy,1999-06-25,44769607.3535258,307368089.035491,1999,6,4,Adam Sandler,262598481.68196517,5.865552485380116
Dennis Dugan,Drama,9032,0.8765870000000001,34200000,234801895,Big Daddy,1999-06-25,44769607.3535258,307368089.035491,1999,6,4,Adam Sandler,262598481.68196517,5.865552485380116
Joel Schumacher,Thriller,8224,0.8234940000000001,40000000,96618699,8MM,1999-02-25,52362113.863772795,126478982.96018998,1999,2,3,Nicolas Cage,74116869.09641719,1.4154674750000042
Joel Schumacher,Crime,8224,0.8234940000000001,40000000,96618699,8MM,1999-02-25,52362113.863772795,126478982.96018998,1999,2,3,Nicolas Cage,74116869.09641719,1.4154674750000042
Joel Schumacher,Mystery,8224,0.8234940000000001,40000000,96618699,8MM,1999-02-25,52362113.863772795,126478982.96018998,1999,2,3,Nicolas Cage,74116869.09641719,1.4154674750000042
Kevin Smith,Fantasy,1832,0.82073,10000000,30652890,Dogma,1999-11-12,13090528.465943199,40126252.910842605,1999,11,4,Ben Affleck,27035724.444899406,2.0652890000000035
Kevin Smith,Comedy,1832,0.82073,10000000,30652890,Dogma,1999-11-12,13090528.465943199,40126252.910842605,1999,11,4,Ben Affleck,27035724.444899406,2.0652890000000035
